Date;Feed Time;Come Back to Eat;Food Type;Brand;Description;Amount(g);Left Amount(g);Total Ate Amount(g);Hungry;Love;Result;Note;Weight(kg)
2025-04-18;01:27;17:20,;Wet;oasy;雞肉佐雞肝鮮食;70.0;40.0;30.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-18;01:27;11:31, 13:18, 14:25, ;Kibble;璞斯;無穀營養雞肉配方;21.5;10.2;11.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-18;10:30;20:33, 00:19, 3:10, 5:40, ;Wet;ciao;多樂米濃湯罐 a-41 雞肉+鮪魚+干貝;80.0;11.5;68.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-18;12:35;22:18, ;Wet;ciao;豪華雞三味餐包 ic-531 (雞肉口味);60.0;38.2;21.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-18;12:35;20:32, 22:16, 00:17, 3:08, 5:38;Kibble;璞斯;無穀營養雞肉配方;36.9;3.0;33.9;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-19;01:50;-;Wet;axia;妙喵14號片狀 - 鮪, 雞肉 mmf-14;70.0;52.1;17.9;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-04-19;01:50;14:42, 17:19, ;Kibble;璞斯;無穀營養雞肉配方;25.5;17.6;7.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-19;03:30;14:43;Wet;ciao;tsc-43 貓用肉泥寒天果凍 鰹魚;35.0;2.9;32.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-19;11:10;21:56, 00:04, 2:19, 8:27, ;Wet;axia;金罐特選濃厚8號 鮪+雞+柴;70.0;16.6;53.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-19;11:10;19:24, 00:47, ;Wet;ciao;tsc-43 貓用肉泥寒天果凍 鰹魚;35.0;6.9;28.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-19;11:10;19:50, 00:02, 00:46, 2:18, 8:25, ;Kibble;璞斯;無穀營養雞肉配方;38.6;12.5;26.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-20;01:50;14:49, ;Wet;ciao;ic-414 貓用魚三味餐包 銀魚+雞肉;60.0;32.9;27.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-20;01:50;-;Wet;mon petit 貓倍麗;極上餐包 鮮鮪嫩雞 lp3-c;35.0;24.4;10.6;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-04-20;01:50;11:50, 16:40, 17:27, ;Kibble;璞斯;無穀營養雞肉配方;25.2;12.0;13.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-20;10:00;21:17, 5:27, 8:51, ;Wet;ciao;a-113 多樂米濃湯罐 鰹魚+雞肉+柴魚片;80.0;33.2;46.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-20;10:00;2:29, ;Wet;ciao;ic-136 貓用六種機能湯餐包 - 鰹魚+雞肉+鰹魚片;30.0;6.0;24.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-20;10:00;19:52, 21:16, 23:35, 2:27, 5:25, 8:50, ;Kibble;璞斯;無穀營養雞肉配方;36.5;4.2;32.3;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-21;01:11;11:41, 14:06, ;Kibble;璞斯;無穀營養雞肉配方;26.3;20.2;6.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-21;01:11;-;Wet;oasy;雞肉佐哈姆鮮食;70.0;42.8;27.2;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-04-21;09:30;22:00, 1:14, 3:33, ;Kibble;璞斯;無穀營養雞肉配方;48.6;18.1;30.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-21;09:30;1:16, ;Wet;ciao;布丁杯 雞肉 imc-153;65.0;41.3;23.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-21;09:30;22:02,;Wet;ciao;ic-501 貓用極致濃湯肉塊餐包 - 鮪魚+雞肉+干貝 x2;60.0;29.2;30.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-22;00:23;9:52, 17:13, ;Wet;ciao;ic-313 奢華鮭魚 (鮪魚+雞肉) x2;70.0;25.3;44.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-22;00:23;9:50, 14:35, 17:11, ;Kibble;璞斯;無穀營養雞肉配方;28.3;19.6;8.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-22;00:23;9:51, 19:54, 00:32, ;Other;零食;零食;2.4;0.0;2.4;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-22;11:00;19:56, 00:33, 4:43, ;Wet;ciao;啾嚕奢華果凍杯 tsc-46 雞肉+干貝 x2;70.0;9.1;60.9;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-22;11:00;19:53, 21:12, 21:42, 00:31, 4:41, 8:12, ;Kibble;璞斯;無穀營養雞肉配方;41.7;6.5;35.2;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-22;11:00;21:44,  8:15, ;Wet;sheba;金罐 鮪魚及鮭魚 (湯汁);85.0;50.3;34.7;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-04-23;00:49;14:29, 15:56, ;Wet;ciao;a-143 豪華罐 (鮭魚+鮪魚+雞肉);80.0;28.8;51.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-23;00:49;9:44, 11:39, 13:41, 15:56, 16:41, ;Kibble;璞斯;無穀營養雞肉配方;25.7;13.7;12.0;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-23;09:30;18:55, 19:25, 20:37, 22:09, 23:12, 00:36, 3:21, 6:53, ;Kibble;璞斯;無穀營養雞肉配方;41.1;6.0;35.1;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-23;09:30;18:56, 23:14, 4:33, ;Wet;ciao;多樂米濃湯罐 a-41 雞肉+鮪魚+干貝;80.0;46.6;33.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-23;09:30;4:31, ;Wet;ciao;ic49 多樂米雞肉沾醬 20g x2;40.0;0.0;40.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-24;01:25;10:43, 13:53, ;Wet;nature 養生湯罐;鮪魚+雞肉;80.0;30.3;49.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-24;01:25;10:42, 13:51, 16:28, ;Kibble;璞斯;無穀營養雞肉配方;25.3;13.2;12.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-24;09:10;00:54, ;Wet;ciao;ic-506 貓用極致濃湯肉塊餐包- 雞肉+干貝 x2;60.0;28.2;31.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-24;09:10;22:56, ;Wet;ciao;cs-193 果凍杯 鰹魚柴魚片口味;80.0;62.8;17.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-24;09:10;18:13, 22:55, 00:52, 3:30, 8:01;Kibble;璞斯;無穀營養雞肉配方;38.6;11.1;27.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-25;00:38;11:36, 14:06, ;Kibble;璞斯;無穀營養雞肉配方;25.3;12.3;13.0;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-25;00:38;14:07, ;Wet;ciao;多樂米濃湯罐 a-44 雞肉+鰹魚+干貝;80.0;26.9;53.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-25;08:35;22:38, 1:10, 1:57, 8:31;Wet;ciao;旨定罐-奢華系列 a-145(柴魚片+鮪魚+雞肉);80.0;52.5;27.5;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-04-25;08:35;18:47, 20:20, 22:37, 1:09, 1:56, 5:32;Kibble;璞斯;無穀營養雞肉配方;38.1;6.4;31.7;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-25;08:35;22:39, 1:10, 1:57, 8:30, ;Wet;ciao;ic-503 貓用極致濃湯肉塊餐包- 雞肉+干貝x2;60.0;9.4;50.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-26;01:05;9:55,;Wet;金湯;愛貓湯罐 白身鮪魚&小麥草;80.0;80.0;0.0;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;11:20 聞一聞撥沙;
2025-04-26;03:30;9:54, 14:54, 18:41, ;Kibble;璞斯;無穀營養雞肉配方;24.9;13.0;11.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-26;03:30;14:55, 18:42, ;Wet;ciao;啾嚕奢華果凍杯 tsc-45 雞肉 x2;70.0;17.5;52.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;14:55 追加一個;
2025-04-26;10:50;20:34, 5:10, ;Wet;ciao;ic-137 貓用六種機能湯餐包 - 雞肉+扇貝 x2;60.0;31.3;28.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-26;10:50;20:36, 23:06, 3:26, 5:08, 9:28, ;Wet;ciao;豪華雞三味餐包 ic-531 (雞肉口味);60.0;11.1;48.9;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-26;10:50;20:33, 21:46, 23:04, 00:40, 3:23, 5:08,  9:27, ;Kibble;璞斯;無穀營養雞肉配方;38.4;4.1;34.3;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-27;01:30;12:06, 14:44, 15:00, ;Kibble;璞斯;無穀營養雞肉配方;26.3;18.0;8.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-27;01:30;15:01, ;Wet;ciao;ic-361 無穀餐包 鮪魚+雞肉+干貝 x2;80.0;41.1;38.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-27;09:25;-;Wet;nature 養生湯罐;雞肉+鮭魚;80.0;56.9;23.1;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-04-27;09:25;18:29, 20:10, 21:14, 22:38, 23:36, 00:35, 4:39, 7:20,;Kibble;璞斯;無穀營養雞肉配方;49.2;6.3;42.9;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-27;09:25;00:37, ;Wet;ciao;極致濃湯餐包 ic-504 鮪魚+雞肉+干貝 x2;60.0;23.1;36.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-28;02:08;14:44, ;Wet;ciao;四連串包 多樂米濃湯 tcr-131 雞肉+鮪魚+干貝 x2;70.0;27.2;42.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";5.9
2025-04-28;02:08;11:31, 13:00, 14:43, 17:05, ;Kibble;璞斯;無穀營養雞肉配方;27.0;12.3;14.7;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-28;09:10;23:29, 6:53, ;Wet;ciao;ic-505 貓用極致濃湯肉塊餐包- 鰹魚+干貝+雞肉 x2;60.0;35.1;24.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-28;09:10;19:15, 22:07, 6:53, ;Wet;ciao;ic-414 貓用魚三味餐包 銀魚+雞肉;60.0;47.6;12.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-28;09:10;19:14, 20:59, 22:06, 23:28, 2:57, 6:50, ;Kibble;璞斯;無穀營養雞肉配方;42.6;9.2;33.4;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-04-29;01:30;-;Wet;ciao;魚盛貓罐頭 im-373 鮪魚+鰹魚+雞肉;60.0;60.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;11:30 倒掉, 沒吃但一直叫;
2025-04-29;01:30;11:15, ;Wet;ciao;ic-217 貓用巧餐包 - 雞肉+鰹魚乾;40.0;13.5;26.5;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-04-29;01:30;-;Wet;銀湯匙;三星美食貓餐包 細嫩口感 鮪魚, 鰹魚, 雞胸肉;35.0;35.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-04-29;03:35;14:30, ;Wet;ciao;啾嚕奢華果凍杯 tsc-46 雞肉+干貝 x2;70.0;22.0;48.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-04-29;06:39;11:15, 12:43, 17:44, ;Kibble;璞斯;無穀營養雞肉配方;27.1;16.7;10.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-29;06:39;-;Wet;heromama;維他命補給罐 牛肉+雞絲;80.0;80.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-04-29;10:23;18:46, 19:18, 21:05, 23:25, 00:56, 4:53,;Kibble;璞斯;無穀營養雞肉配方;48.3;16.6;31.7;❌ No, not interested;💕 Love it So Much;❌ - 💕;加 好味小姐凍乾 1.6g;
2025-04-29;10:50;23:27, 00:58, 4:57, ;Wet;ciao;豪華罐 a-141 鮪魚+雞肉+頂級鮪魚;80.0;43.3;36.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-29;11:28;-;Kibble;渴望;原野鮮雞貓;21.8;21.8;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-04-29;11:34;19:43, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;21.6;10.0;11.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-30;01:00;16:54, ;Wet;ciao;ic-502 貓用極致濃湯肉塊餐包 - 鰹魚+雞肉+柴魚片 x2;60.0;32.7;27.3;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-30;01:00;11:17, 12:59, 15:21, ;Kibble;璞斯;無穀營養雞肉配方;24.4;11.5;12.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-30;09:58;19:29, 20:58, 22:55, 2:53, 4:55, ;Kibble;璞斯;無穀營養雞肉配方;42.5;21.9;20.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-04-30;09:58;22:01, 2:56, 4:56, 7:14, ;Wet;ciao;鰹魚燒晚餐包 ic-232(鰹魚+干貝) x2;100.0;61.5;38.5;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-04-30;10:33;22:01, 7:13, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;24.5;16.0;8.5;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 2.7g;
2025-05-01;00:55;-;Wet;ciao;多樂米濃湯罐 a-42 ( 雞肉+鮪魚+柴魚片);80.0;59.3;20.7;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-05-01;00:55;11:17, 14:29, 16:51, ;Kibble;璞斯;無穀營養雞肉配方;25.0;14.8;10.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-01;10:25;23:25, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;15.3;13.0;2.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-01;10:25;23:25, 7:23,;Wet;ciao;豪華罐 a-141 鮪魚+雞肉+頂級鮪魚;80.0;32.7;47.3;💖 Yes, eat right away;🔺 So So;💖 - 🔺;邊吃邊埋沙;
2025-05-01;10:25;20:40, 21:21, 23:22, 3:46,;Kibble;璞斯;無穀營養雞肉配方;39.9;6.7;33.2;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-02;01:35;10:38, 13:35, 14:40, ;Kibble;璞斯;無穀營養雞肉配方;21.3;8.2;13.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-02;01:35;-;Wet;hello fresh ;好鮮原汁湯罐 清蒸雞肉;80.0;35.1;44.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-02;01:35;-;Wet;ciao;cs-185 貓用綜合營養湯罐 鮪魚;120.0;120.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;倒掉;
2025-05-02;08:27;-;Wet;ciao;ic-135 貓用六種機能湯餐包 - 鮪魚+雞肉+扇貝 x2;60.0;60.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-02;08:27;18:41, 18:52, 19:53, 22:42, 00:31, 3:39, ;Kibble;璞斯;無穀營養雞肉配方;33.2;2.1;31.1;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-02;08:27;18:42, 22:45, 3:43,;Wet;ciao;布丁杯 雞肉 imc-153;65.0;8.6;56.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-03;00:30;15:18, 16:02, 19:03, ;Kibble;璞斯;無穀營養雞肉配方;21.8;12.4;9.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-03;00:30;11:01, 13:25, 15:19, 19:04, ;Wet;ciao;鰹魚燒晚餐包 ic-244;50.0;10.0;40.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-03;13:00;23:54, ;Wet;ciao;ic-313 奢華鮭魚 (鮪魚+雞肉) x2;70.0;33.1;36.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-03;13:00;20:29, 23:50, 4:23, 7:35, ;Kibble;璞斯;無穀營養雞肉配方;38.2;10.4;27.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-04;01:50;-;Wet;金湯;愛貓湯罐 白身鮪魚&雞肉;80.0;58.0;22.0;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;11:07(沒吃撥沙), ;
2025-05-04;01:50;11:07, 14:00, 17:54, 19:46, 20:35, ;Kibble;璞斯;無穀營養雞肉配方;21.3;7.6;13.7;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-04;08:04;20:37, 23:53, ;Wet;ciao;豪華雞三味餐包 ic-531 (雞肉口味);60.0;21.1;38.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-04;13:54;23:55,  4:22, ;Wet;ciao;ic-136 貓用六種機能湯餐包 - 鰹魚+雞肉+鰹魚片 x2;60.0;34.2;25.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-04;13:54;23:46, 23:53, 1:47, 4:20,;Kibble;璞斯;無穀營養雞肉配方;33.4;6.3;27.1;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-05;00:47;9:07, 16:53, ;Kibble;璞斯;無穀營養雞肉配方;22.6;12.7;9.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-05;00:47;-;Wet;ciao;cc-82 貓用頂級奢華鮪魚 鮪魚+干貝 凍罐;60.0;48.8;11.2;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-05-05;03:30;14:18, ;Wet;ciao;啾嚕奢華果凍杯 tsc-45 雞肉 x2;70.0;34.3;35.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;15:40 新放一個;
2025-05-05;10:30;-;Wet;ciao;多樂米濃湯罐 a-41 雞肉+鮪魚+干貝;80.0;56.9;23.1;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-05-05;10:30;21:26, 22:12, 23:39, 3:46, 8:06, ;Kibble;璞斯;無穀營養雞肉配方;39.7;8.1;31.6;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 2g;
2025-05-05;14:26;23:41, ;Wet;ciao;a-143 豪華罐 (鮭魚+鮪魚+雞肉);80.0;66.7;13.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-06;01:10;17:08, 17:32,;Kibble;璞斯;無穀營養雞肉配方;21.8;12.1;9.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-06;01:10;13:00, 17:33,;Wet;ciao;鰹魚燒晚餐包 ic-236 (鰹魚+干貝+鰹魚高湯);50.0;25.0;25.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-06;11:50;22:14, 23:17, 00:50, 8:30, ;Wet;ciao;多樂米濃湯罐 a-44 雞肉+鰹魚+干貝;80.0;17.3;62.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-06;11:50;21:34, 22:13, 23:15, 1:22, 3:34, 8:29, ;Kibble;璞斯;無穀營養雞肉配方;37.9;5.0;32.9;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-07;01:07;11:12, 15:08, 16:15, ;Kibble;璞斯;無穀營養雞肉配方;20.3;13.9;6.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-07;01:07;12:20, ;Wet;ciao;ic-216 貓用巧餐包 鮪魚+鰹魚乾+雞肉;40.0;17.2;22.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-07;03:10;12:18, 15:09, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;17.9;9.3;8.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-07;10:22;20:56, 22:42, 1:30, 2:08, 4:07, 8:27;Kibble;璞斯;無穀營養雞肉配方;34.1;9.1;25.0;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-07;10:22;22:43, 8:28;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;28.8;22.5;6.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-07;10:22;22:44, 1:34, 2:10, 8:29;Wet;ciao;豪華罐 a-142 鮪魚+雞肉+干貝;80.0;28.0;52.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-08;01:20;14:08, 17:47;Kibble;璞斯;無穀營養雞肉配方;21.4;12.9;8.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-08;01:20;14:09, ;Wet;ciao;ic-361 無穀餐包 鮪魚+雞肉+干貝 ;40.0;8.8;31.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-08;08:20;17:48;Wet;ciao;tsc-43 貓用肉泥寒天果凍 鰹魚;35.0;7.9;27.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;吃完馬上吐;
2025-05-08;11:01;20:52, 21:43, 1:11, 3:37, 8:07,;Wet;mon petit 貓倍麗;嚴選金罐特選汁煮鮪魚大餐(特選吞拿魚) ;85.0;30.0;55.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-08;11:01;20:50, 21:42, 22:20, 1:09, 3:35, 8:07, ;Kibble;璞斯;無穀營養雞肉配方;40.4;6.9;33.5;❌ No, not interested;💕 Love it So Much;❌ - 💕;加 好味小姐凍乾 2.1g;
2025-05-09;00:44;13:46, 17:08, ;Kibble;璞斯;無穀營養雞肉配方;24.2;18.3;5.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-09;00:44;-;Wet;axia;金罐特選濃厚8號 鮪+雞+柴;70.0;40.5;29.5;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-05-09;02:55;-;Kibble;吶一口;室內貓雙響宴;57.0;39.5;17.5;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-05-09;09:13;19:27, 20:39, 21:48, 23:30, 1:58, 7:38, ;Kibble;璞斯;無穀營養雞肉配方;41.1;16.0;25.1;❌ No, not interested;💕 Love it So Much;❌ - 💕;加 好味小姐凍乾 1.9g;
2025-05-09;09:13;19:29, 2:00, 4:45, ;Wet;ciao;豪華雞三味餐包 ic-533 (雞軟骨口味);60.0;10.6;49.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-09;12:50;21:50, 1:59, 4:42, ;Wet;ciao;鰹魚燒晚餐包 ic-232(鰹魚+干貝);50.0;2.2;47.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-10;01:55;12:40, 19:07, ;Wet;金湯;愛貓湯罐 鮮嫩雞肉;80.0;36.4;43.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";5.9
2025-05-10;01:55;12:39, 16:54, 19:07, ;Kibble;璞斯;無穀營養雞肉配方;20.5;9.3;11.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-10;11:15;20:43, 4:39, ;Wet;ciao;多樂米濃湯罐 a-111 鮪魚+雞肉+干貝;80.0;31.0;49.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-10;11:15;19:34, 20:42, 23:59, 00:48, 4:37, 7:57, ;Kibble;璞斯;無穀營養雞肉配方;36.7;4.4;32.3;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-10;13:55;4:38;Wet;ciao;tsc-42z 貓用肉泥寒天果凍 鮪魚+沙丁魚;35.0;1.8;33.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-11;01:40;12:33, 13:42, 17:24, ;Kibble;璞斯;無穀營養雞肉配方;21.5;7.8;13.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-11;01:40;12:35, ;Wet;ciao;豪華雞三味餐包 ic-532 (干貝口味);60.0;19.3;40.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-11;09:35;22:58, 1:40,  5:15, 6:54,;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹, 嫩雞;80.0;23.3;56.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-11;09:35;19:29, 21:57, 22:56, 1:37, 5:13, 6:52,;Kibble;璞斯;無穀營養雞肉配方;33.1;4.1;29.0;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-11;11:40;22:58, ;Wet;ciao;ic-137 貓用六種機能湯餐包 - 雞肉+扇貝;30.0;8.8;21.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-12;00:40;10:00, 17:42, ;Kibble;璞斯;無穀營養雞肉配方;21.2;13.3;7.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-12;00:40;-;Wet;abao;台式熱炒 鮮食餐包 爆炒三鮮;150.0;150.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;12:00 倒掉;
2025-05-12;00:40;-;Wet;ciao;旨定罐-奢華系列 a-145(柴魚片+鮪魚+雞肉);80.0;60.2;19.8;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-05-12;08:00;20:00, 1:49, 7:45, ;Wet;axia;新金罐濃厚4號- 鮪, 雞gnt-4;70.0;41.1;28.9;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-05-12;10:09;20:00, 00:25, 2:48, 7:46, ;Wet;ciao;極鮮合味系列 貓餐杯 nc-93 雞肉;85.0;20.0;65.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-12;10:09;19:58, 21:09, 23:14, 00:23, 1:47, 2:47, 7:44, ;Kibble;璞斯;無穀營養雞肉配方;41.5;5.5;36.0;❌ No, not interested;💕 Love it So Much;❌ - 💕;加 好味小姐凍乾 1.7g;
2025-05-13;00:33;10:44, 16:24, 17:46, ;Wet;ciao;鰹魚燒晚餐包 ic-244;50.0;23.8;26.2;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-13;00:33;16:24, 17:26, 17:46, ;Kibble;璞斯;無穀營養雞肉配方;21.0;17.9;3.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
